fund_name,general_partner,vintage_year,asset_class,sub_strategy,pension_fund_count,pension_funds,total_commitment_mm,avg_net_irr,avg_net_multiple
Rhône Partners III,Rhône,2006,Private Equity,,1,Oregon,100.00,0.0960,1.4200
Rhône Partners IV,Rhône,2011,Private Equity,,1,Oregon,75.00,0.0420,1.1800
Rhône Partners V,Rhône,2015,Private Equity,,1,Oregon,190.40,0.1660,2.0700
Rice Partners II,Rice,1994,Private Equity,,1,WSIB,45.00,-0.0338,0.9000
River City Investments PCC,River City Investments PCC,2024,Private Equity,,1,CalPERS,150.00,,0.9949
Riverside Capital Appreciation Fund VI,Riverside,2013,Private Equity,Buyout,1,WSIB,150.00,0.1029,1.5000
Riverside Capital Appreciation Fund VII,Riverside,2019,Private Equity,Buyout,1,WSIB,200.00,0.0941,1.3000
Riverside Europe Fund IV,Riverside,2009,Private Equity,Buyout,1,Oregon,50.00,0.0560,1.2900
Riverside Micro-Capital Fund V,Riverside,2019,Private Equity,Buyout,1,WSIB,75.00,0.1301,1.6000
Riverside Micro-Capital Fund VI,Riverside,2022,Private Equity,Buyout,1,WSIB,100.00,0.0293,1.1000
Riverstone Energy Co-Investment Fund III,Riverstone Energy Co-Investment,2011,Private Equity,Energy,1,NY Common,8.59,,32.5857
Riverstone Global Energy and Power Fund V,Riverstone Global Energy and Power,2012,Private Equity,Energy,1,CalPERS,400.00,-0.0440,0.8217
Riverstone Global Energy and Power Fund VI,Riverstone Global Energy and Power,2016,Private Equity,Energy,1,CalPERS,500.00,0.0110,1.0398
Riverstone-Carlyle RAE Fund II,Carlyle,2008,Private Equity,Buyout,1,Oregon,100.00,0.0100,1.0500
Riverstone/Carlyle Renewable and Alternative Energy Fund II,Carlyle,2008,Private Equity,Energy,1,CalSTRS,300.00,0.0197,1.1343
Riverwood Capital Partners III,Riverwood,2020,Private Equity,,1,CalSTRS,100.00,0.1582,1.5781
Riverwood Capital Partners IV,Riverwood,2023,Private Equity,,1,CalSTRS,125.00,0.1666,1.1157
Roark Capital Partners III,Roark Capital,2012,Private Equity,Buyout,1,WSIB,125.00,0.1175,2.0000
Roark Capital Partners IV,Roark Capital,2016,Private Equity,Buyout,2,"WSIB,Oregon",275.00,0.0585,1.4450
Roark Capital Partners V,Roark Capital,2018,Private Equity,Buyout,1,Oregon,250.00,0.1120,1.5600
Roark Capital Partners VI,Roark Capital,2021,Private Equity,Buyout,2,"Oregon,NY Common",650.00,0.1750,1.4193
Rubicon Partners SCSp,Rubicon,2023,Private Equity,,1,CalPERS,487.21,,1.2246
Rubicon Technology Partners III,Rubicon Technology,2020,Private Equity,,1,CalSTRS,100.00,0.0564,1.2176
Rubicon Technology Partners IV,Rubicon Technology,2022,Private Equity,,1,CalSTRS,100.00,0.0707,1.1051
SAIF Partners III,SAIF,2007,Private Equity,,2,"CalPERS,NY Common",200.00,0.0600,1.5891
SAIF Partners IV,SAIF,2010,Private Equity,,2,"CalPERS,NY Common",320.00,0.0400,1.3803
SL SPV-1,SL SPV-1,2017,Private Equity,,1,CalPERS,38.68,0.0310,1.2483
SL SPV-2,SL SPV-2,2019,Private Equity,,1,CalPERS,28.42,0.2840,3.5289
SPRINGBLUE A,SPRINGBLUE,2021,Private Equity,,1,CalPERS,50.00,0.0141,1.0394
SR One Capital Fund II-A,SR One,2023,Private Equity,,1,CalPERS,90.00,,0.8868
SR One Capital Opportunities Fund I,SR One,2023,Private Equity,Opportunistic,1,CalPERS,72.35,,0.6296
SSG Capital Partners V,SSG,2019,Private Equity,,1,CalSTRS,150.00,0.1430,1.1532
Sacramento Private Equity Partners,Sacramento Private,2006,Private Equity,,1,CalPERS,537.86,0.1160,1.9825
Samson Partners,Samson,2020,Private Equity,,1,CalPERS,238.80,0.1310,1.6618
Sankaty Credit Opportunities II,Sankaty,2005,Private Credit,Credit,1,CalSTRS,75.00,0.0394,1.2879
Sankaty Credit Opportunities III,Sankaty,2007,Private Credit,Credit,1,CalSTRS,300.00,0.0242,1.1803
Sankaty Credit Opportunities IV,Sankaty,2008,Private Credit,Credit,1,CalSTRS,250.00,0.1158,1.4876
Sapphire Emerging Ventures VII,Sapphire Emerging,2025,Private Equity,Venture Capital,1,CalSTRS,125.00,0.1120,1.0845
Searchlight Capital,Searchlight,2011,Private Equity,,1,NY Common,300.00,,1.3560
Searchlight Capital II,Searchlight,2015,Private Equity,,1,NY Common,450.00,,1.7817
Searchlight Capital III,Searchlight,2020,Private Equity,,2,"CalSTRS,NY Common",600.00,0.2290,1.6719
Searchlight Capital IV,Searchlight,2024,Private Equity,,1,CalSTRS,150.00,0.3421,1.2043
Searchlight Capital Partners III,Searchlight,2020,Private Equity,,1,WSIB,300.00,0.2362,1.7000
Searchlight Capital Partners IV,Searchlight,2024,Private Equity,,1,WSIB,400.00,0.3190,1.2000
Sentaku Investors,Sentaku,2015,Private Equity,,1,NY Common,2.11,,1.1947
Sequoia Global Growth Fund III - Endurance Partners,Sequoia,2018,Private Equity,Growth Equity,1,WSIB,350.00,0.1649,1.9000
Set Builders II,Set Builders,2024,Private Equity,,1,CalPERS,70.00,,1.4271
Seventh Cinven Fund,Cinven,2019,Private Equity,Buyout,2,"Oregon,NY Common",916.00,0.1090,1.2779
Shasta Ventures II,Shasta,2008,Private Equity,Venture Capital,1,CalSTRS,22.50,0.2000,4.2236
Shasta Ventures III,Shasta,2012,Private Equity,Venture Capital,1,CalSTRS,26.50,0.0748,1.8796
Shasta Ventures IV,Shasta,2014,Private Equity,Venture Capital,1,CalSTRS,25.00,-0.1036,0.4726
Shasta Ventures V,Shasta,2017,Private Equity,Venture Capital,1,CalSTRS,35.00,0.1479,2.4370
Sherpa Healthcare Co-Investment Fund,Sherpa Healthcare Co-Investment,2020,Private Equity,Co-Investment,1,Oregon,75.00,-0.0160,0.9400
Sherpa Healthcare Fund I,Sherpa Healthcare,2019,Private Equity,,1,Oregon,50.00,0.0670,1.3300
Sherpa Healthcare Fund II,Sherpa Healthcare,2021,Private Equity,,1,Oregon,75.00,0.0250,1.0800
Shoreline,Shoreline,2024,Private Equity,,1,CalPERS,200.00,,0.9923
Sierra Partners,Sierra,2020,Private Equity,,1,CalPERS,150.00,0.0370,1.0715
SignalFire Early Fund IV,SignalFire Early,2025,Private Equity,,1,CalPERS,80.25,,0.9870
SignalFire Sage Fund,SignalFire Sage,2023,Private Equity,,1,CalPERS,100.00,,1.0700
SignalFire Seed Fund V,SignalFire Seed,2024,Private Equity,Venture Capital,1,CalPERS,80.25,,0.8459
SignalFire XIR Venture Fund II,SignalFire XIR Venture,2024,Private Equity,Venture Capital,1,CalPERS,48.53,,0.8493
Silver Lake III SL SPV-2,Silver Lake,2019,Private Equity,Buyout,1,WSIB,63.29,0.2998,2.2000
Silver Lake Partners,Silver Lake,1999,Private Equity,Buyout,1,WSIB,60.00,0.2457,2.2000
Silver Lake Partners II,Silver Lake,2004,Private Equity,Buyout,1,WSIB,125.00,0.1102,1.8000
Silver Lake Partners III,Silver Lake,2007,Private Equity,Buyout,2,"CalPERS,WSIB",730.00,0.1804,1.9214
Silver Lake Partners IV,Silver Lake,2013,Private Equity,Buyout,2,"CalPERS,WSIB",720.00,0.2079,2.6743
Silver Lake Partners V,Silver Lake,2018,Private Equity,Buyout,2,"CalPERS,WSIB",940.00,0.1178,1.5882
Silver Lake Partners VI,Silver Lake,2021,Private Equity,Buyout,2,"CalPERS,WSIB",1505.24,0.0859,1.2621
Silver Lake Partners VII,Silver Lake,2024,Private Equity,Buyout,2,"CalPERS,WSIB",870.00,0.2200,1.1847
Silver Lake Technology Investors IV,Silver Lake,2013,Private Equity,Buyout,1,CalPERS,80.00,0.2720,3.3481
Silver Lake Technology Investors V,Silver Lake,2018,Private Equity,Buyout,1,CalPERS,100.00,0.1460,1.8576
Siris Partners IV,Siris,2019,Private Equity,,3,"CalPERS,CalSTRS,NY Common",600.00,0.0815,1.3368
Siris Partners V,Siris,2022,Private Equity,,1,NY Common,200.00,,
Sixth Cinven Fund,Cinven,2016,Private Equity,Buyout,2,"Oregon,NY Common",628.18,0.1720,1.9489
Sixth Street Capital Solutions (A),Sixth Street Capital Solutions,2019,Private Equity,,1,CalSTRS,100.00,0.1049,1.4741
Sixth Street Growth Partners,Sixth Street Growth,2019,Private Equity,Growth Equity,1,WSIB,200.00,0.1114,1.5000
Sixth Street Growth Partnrs II,Sixth Street Growth Partnrs,2022,Private Equity,Growth Equity,2,"CalSTRS,WSIB",350.00,0.1082,1.2015
Sixth Street Opportunities Partners II,Sixth Street Opportunities,2012,Private Equity,Opportunistic,2,"CalSTRS,WSIB",235.44,0.1764,1.8079
Sixth Street Opportunities Partners III (A),Sixth Street Opportunities,2014,Private Equity,Opportunistic,2,"CalSTRS,WSIB",315.76,0.0885,1.5842
Sixth Street Opportunities Partners IV (A),Sixth Street Opportunities,2019,Private Equity,Opportunistic,2,"CalSTRS,WSIB",350.00,0.1097,1.4931
Sixth Street Opportunities Partners VI,Sixth Street Opportunities,,Private Equity,Opportunistic,1,WSIB,300.00,,
Sixth Street Opps Partners V,Sixth Street Opps,2022,Private Equity,,2,"CalSTRS,WSIB",375.00,0.0895,1.1848
Sixth Street TAO Partners (B),Sixth Street TAO,2020,Private Equity,,1,CalSTRS,250.00,0.1124,1.3607
Snow Phipps II,Snow Phipps,2011,Private Equity,,1,NY Common,200.00,,1.1859
Snow Phipps III,Snow Phipps,2016,Private Equity,,1,NY Common,400.00,,1.8564
Sofinnova Venture Partners IX,Sofinnova,2014,Private Equity,Venture Capital,1,CalSTRS,50.00,0.0725,1.4683
Sofinnova Venture Partners VII,Sofinnova,2007,Private Equity,Venture Capital,1,Oregon,25.00,0.1470,1.7100
Sofinnova Venture Partners VIII,Sofinnova,2011,Private Equity,Venture Capital,2,"CalSTRS,Oregon",80.00,0.2189,1.6955
Softbank Capital Technology New York Fund,Softbank Capital Technology New York,2005,Private Equity,,1,NY Common,100.00,,1.9146
Softbank Capital Technology New York Fund II,Softbank Capital Technology New York,2013,Private Equity,,1,NY Common,100.00,,3.4734
Solera Partners,Solera,2000,Private Equity,,1,Oregon,50.00,0.0740,1.5600
Southern Cross Latin America Private Equity Fund IV,Southern Cross Latin America Private Equity,2010,Private Equity,,1,WSIB,75.00,-0.2571,0.2000
"Southern Cross Latin America Private Equity Fund IV, L.P. - WSIB Secondary","Southern Cross Latin America Private Equity Fund , L.P. - WSIB Secondary",2011,Private Equity,Secondaries,1,WSIB,3.86,-0.2560,0.2000
Spark Capital Fund VIII,Spark,2024,Private Equity,,1,CalSTRS,10.00,-0.0392,0.9789
Spark Capital Growth Fund V,Spark,2024,Private Equity,Growth Equity,1,CalSTRS,20.00,-0.0782,0.9518
Spectrum Equity IX - A,Spectrum Equity,2020,Private Equity,,1,CalSTRS,125.00,0.0450,1.1462
Spectrum Equity Investors IV,Spectrum Equity,2000,Private Equity,,1,WSIB,100.00,0.0747,1.3000
Spectrum Equity Investors VI,Spectrum Equity,2010,Private Equity,,1,CalSTRS,70.00,0.2183,2.7513
Spectrum Equity VII,Spectrum Equity,2014,Private Equity,,1,CalSTRS,105.00,0.3722,3.7339
Spectrum Equity VIII-A,Spectrum Equity,2018,Private Equity,,1,CalSTRS,110.00,0.2959,2.2994
Spectrum Equity X-A,Spectrum Equity,2024,Private Equity,,1,CalSTRS,125.00,-0.0846,0.9385
Spectrum IX-A Discretionary Overage Progam II,Spectrum -A Discretionary Overage Progam,2021,Private Equity,,1,CalSTRS,25.00,-0.0124,0.9607
Spectrum Select Opps A,Spectrum Select Opps,2021,Private Equity,,1,CalSTRS,35.00,-0.0026,0.9937
Spectrum VIII-A Discretionary Overage Program,Spectrum -A Discretionary Overage Program,2019,Private Equity,,1,CalSTRS,20.00,0.9126,2.9798
Springblue A-V,Springblue A,2024,Private Equity,,1,CalPERS,60.00,,1.0824
Springblue B-III,Springblue B,2023,Private Equity,,1,CalPERS,40.00,,1.3469
Springblue Co-Investment SPV,Springblue Co-Investment SPV,2023,Private Equity,Co-Investment,1,CalPERS,120.00,,2.0132
Sprout Capital IX,Sprout,2000,Private Equity,,1,WSIB,75.00,0.0567,1.4000
Sprout Capital VII,Sprout,1995,Private Equity,,1,WSIB,18.00,0.2147,2.7000
Sprout VIII,Sprout,1998,Private Equity,,1,WSIB,55.00,-0.0091,0.9000
Stonington Capital Appreciation 1994 Fund,Stonington Capital Appreciation 1994,1994,Private Equity,,1,Oregon,50.00,-0.0140,0.8800
Strategic Co-Investment Partners,Strategic Co-Investment,2006,Private Equity,Co-Investment,1,NY Common,761.16,,1.3803
Strategic Investors Fund IX-B,Strategic,2018,Private Equity,,1,CalSTRS,75.00,0.1363,1.8405
Strategic Investors Fund VIII-B,Strategic,2016,Private Equity,,1,CalSTRS,40.00,0.2051,3.1489
Strategic Investors V-B,Strategic,2012,Private Equity,,1,CalSTRS,43.71,0.2529,5.5894
Strategic Investors VI-A,Strategic,2013,Private Equity,,1,CalSTRS,45.00,0.1958,4.0491
Strategic Investors VII-A,Strategic,2015,Private Equity,,1,CalSTRS,47.00,0.2042,3.5459
Strategic Investors X-B,Strategic,2020,Private Equity,,1,CalSTRS,75.00,0.0867,1.3065
Strategic Partners Fund VII,Strategic Partners,2016,Private Equity,,1,CalSTRS,250.00,0.1672,1.7358
Strategic Partners IX,Strategic,2022,Private Equity,,1,CalSTRS,250.00,0.2220,1.3522
Strategic Partners VIII,Strategic,2019,Private Equity,,1,CalSTRS,500.00,0.2162,1.5820
Summer Street Capital III,Summer Street,2012,Private Equity,,1,NY Common,20.00,,1.4933
Summer Street Capital NYS Fund II,Summer Street Capital NYS,2006,Private Equity,,1,NY Common,50.00,,0.6592
Summer Street Capital NYS Fund III,Summer Street Capital NYS,2012,Private Equity,,1,NY Common,80.00,,2.2330
Summit Growth Equity Fund XII,Summit,2024,Private Equity,Growth Equity,1,NY Common,250.00,,
Summit Partners Co-Invest (Liberty),Summit Partners,2024,Private Equity,Co-Investment,1,NY Common,200.00,,
Summit Partners Credit Fund B-2,Summit Partners,2014,Private Credit,Credit,1,CalSTRS,120.00,0.0255,1.0804
Summit Partners Europe GE III,Summit Partners,2021,Private Equity,Growth Equity,1,CalSTRS,117.38,0.1549,1.4744
"Summit Partners Europe Growth Equity Fund II, SCSP",Summit Partners,2018,Private Equity,Growth Equity,1,CalSTRS,58.69,0.6052,3.2686
"Summit Partners Europe Growth Equity Fund IV, SCSp",Summit Partners,2024,Private Equity,Growth Equity,1,CalSTRS,146.73,,0.7684
Summit Partners Europe PE Fund,Summit Partners,2009,Private Equity,Growth Equity,1,CalSTRS,58.69,0.1850,2.6205
Summit Partners GE XII,Summit Partners,2025,Private Equity,Growth Equity,1,CalSTRS,350.00,0.0000,
Summit Partners Growth Eqty Fund IX-A,Summit Partners,2017,Private Equity,Growth Equity,1,CalSTRS,200.00,0.2361,2.1598
Summit Partners Growth Equity Fund X-A,Summit Partners,2020,Private Equity,Growth Equity,2,"CalPERS,CalSTRS",550.00,0.1320,1.4823
Summit Partners Growth Equity Fund XI-A,Summit Partners,2022,Private Equity,Growth Equity,1,CalPERS,400.00,0.0571,1.0904
Summit Partners Growth Equity VIII-A,Summit Partners,2012,Private Equity,Growth Equity,1,CalSTRS,100.00,0.2535,2.6701
Summit Partners Private Equity Fund VII-A,Summit Partners,2006,Private Equity,Growth Equity,1,CalSTRS,100.00,0.1018,1.8747
Summit Partners VC Fund V-A,Summit Partners,2021,Private Equity,Growth Equity,1,CalSTRS,90.00,0.0527,1.1221
Summit Partners Venture Capital Fund IV-A,Summit Partners,2016,Private Equity,Venture Capital,1,CalSTRS,50.00,0.3425,2.7281
Summit Partners Venture Capital III-A,Summit Partners,2012,Private Equity,Venture Capital,1,CalSTRS,20.00,0.1779,2.4913
Summit Prtnrs Growth Eqty XI A,EQT,2022,Private Equity,Growth Equity,1,CalSTRS,450.00,0.0198,1.0302
Summit Ptrs Reinvestment Fund,Summit Ptrs Reinvestment,2021,Private Equity,,1,CalSTRS,60.64,0.1581,1.3897
Summit Subordinated Debt Fund III,Summit Subordinated Debt,2004,Private Credit,Credit,1,CalSTRS,30.00,0.0858,1.4614
Summit Subordinated Debt Fund IV,Summit Subordinated Debt,2009,Private Credit,Credit,1,CalSTRS,40.00,0.0968,1.6378
Sunrise Boulevard PE Partners,Sunrise Boulevard PE,2021,Private Equity,,1,CalPERS,500.00,0.1381,1.3706
Supreme (S),Supreme,2020,Private Equity,,1,NY Common,50.00,,0.3508
TA Associates XV,TA Associates,2025,Private Equity,Growth Equity,1,CalSTRS,300.00,-0.1311,0.8689
TA Clarendon East,TA Clarendon East,2025,Private Equity,,1,NY Common,150.00,,
TA Select Opportunities Fund II-A,TA Select,2021,Private Equity,Opportunistic,1,CalPERS,50.00,0.0161,1.0275
TA Select Opps Fund II A,TA Select Opps,2021,Private Equity,,1,CalSTRS,100.00,0.0254,1.0497
TA Select Opps Fund-A,TA Select Opps,2020,Private Equity,,1,CalSTRS,75.00,0.0931,1.4778
TA Subordinated Debt Fund III,TA Subordinated Debt,2010,Private Credit,Credit,1,CalSTRS,20.00,0.1661,1.9974
TA Subordinated Debt IV,TA Subordinated Debt,2016,Private Credit,Credit,1,NY Common,300.00,,2.1051
TA XI,TA,2010,Private Equity,,3,"CalSTRS,WSIB,NY Common",430.00,0.2664,3.5911
TA XII,TA,2016,Private Equity,,3,"CalSTRS,WSIB,NY Common",830.00,0.3452,3.0703
TA XIII-A,TA,2019,Private Equity,,3,"CalSTRS,WSIB,NY Common",1195.00,0.2236,1.8405
TA XIV A,TA,2021,Private Equity,,1,CalSTRS,400.00,0.0786,1.1965
TA XIV-A,TA,2021,Private Equity,,4,"CalPERS,WSIB,Oregon,NY Common",1595.00,0.0712,1.1315
TA XV,TA,2025,Private Equity,,3,"WSIB,Oregon,NY Common",1850.00,-0.1311,0.8995
TA XV-A,TA,2025,Private Equity,,1,CalPERS,300.00,,0.8884
TA/Advent VIII,TA/Advent,1997,Private Equity,,1,WSIB,15.00,0.2328,2.3000
TB Empire Opportunities,TB Empire,2023,Private Equity,Opportunistic,1,NY Common,100.00,,0.9951
TCC Opportunities,TCC,2021,Private Equity,Opportunistic,1,CalPERS,1100.00,0.2151,1.2924
TCP II Co-Invest B,TCP,2015,Private Equity,Co-Investment,1,CalPERS,50.00,0.1060,1.7041
TCV IX,TCV,2016,Private Equity,Growth Equity,1,WSIB,200.00,0.1973,2.2000
TCV VI,TCV,2006,Private Equity,Growth Equity,1,Oregon,25.00,0.1240,1.5800
TCV VII,TCV,2008,Private Equity,Growth Equity,1,CalSTRS,200.00,0.2317,3.1642
TCV VIII,TCV,2014,Private Equity,Growth Equity,1,WSIB,150.00,0.1229,2.3000
TCV X,TCV,2019,Private Equity,Growth Equity,3,"CalPERS,CalSTRS,WSIB",444.59,0.2203,2.6117
TCV XI,TCV,2021,Private Equity,Growth Equity,3,"CalPERS,CalSTRS,WSIB",711.23,0.0456,1.1342
TCW Crescent Mezzanine Partners,TCW Crescent Mezzanine,1996,Private Credit,Credit,1,Oregon,50.00,0.0790,1.3400
TCW Crescent Mezzanine Partners II,TCW Crescent Mezzanine,1998,Private Credit,Credit,1,Oregon,100.00,0.1350,1.4000
TCW Crescent Mezzanine Partners III,TCW Crescent Mezzanine,2001,Private Credit,Credit,1,Oregon,75.00,0.3630,1.9900
TCW Crescent Mezzanine Partners IV,TCW Crescent Mezzanine,2006,Private Credit,Credit,1,Oregon,100.00,0.0220,1.1000
TCW Crescent Mezzanine Partners V,TCW Crescent Mezzanine,2007,Private Credit,Credit,1,Oregon,200.00,0.0920,1.3200
TCW Special Credits Fund III,TCW Special Credits,1991,Private Credit,Credit,1,Oregon,50.00,0.2170,2.0700
TCW Special Credits Fund IV,TCW Special Credits,1993,Private Credit,Credit,1,Oregon,25.00,0.1740,1.9600
TCW Special Credits Fund V - The Principal Fund,TCW Special Credits Fund - The Principal,1994,Private Credit,Credit,1,Oregon,50.00,0.1480,1.7400
TDR Capital III,TDR,2013,Private Equity,,1,Oregon,100.00,0.2230,2.5600
TDR Capital IV,TDR,2018,Private Equity,,1,Oregon,190.60,0.1400,1.5800
TDR Capital V,TDR,2023,Private Equity,,1,Oregon,226.30,,0.9800
TI IV R1 CF Exit,TI R1 CF Exit,2024,Private Equity,,1,WSIB,49.38,-0.0131,1.0000
TPG Asia V,TPG,2007,Private Equity,Buyout,3,"CalPERS,CalSTRS,NY Common",630.00,0.0628,1.4468
TPG Asia VII (A),TPG,2019,Private Equity,Buyout,1,CalSTRS,150.00,0.1122,1.4597
TPG Asia VIII,TPG,2023,Private Equity,Buyout,1,WSIB,150.00,0.1579,1.2000
TPG Asia VIII (A),TPG,2024,Private Equity,Buyout,2,"CalPERS,CalSTRS",350.00,0.1751,1.1482
TPG Biotechnology Partners II,TPG,2006,Private Equity,Buyout,1,CalPERS,70.00,0.0290,1.2079
TPG Biotechnology Partners III,TPG,2008,Private Equity,Buyout,1,CalPERS,100.00,0.1100,2.1716
TPG GP Solutions (A),TPG,2024,Private Equity,Buyout,1,CalPERS,100.00,,1.1244
TPG Golden Bear Partners,TPG,2019,Private Equity,Buyout,1,CalPERS,500.00,0.1650,1.7513
TPG Growth II,TPG,2011,Private Equity,Growth Equity,4,"CalSTRS,WSIB,Oregon,NY Common",800.00,0.1512,2.0648
TPG Growth III,TPG,2015,Private Equity,Growth Equity,2,"WSIB,Oregon",500.00,0.1520,1.6050
TPG Growth III (A),TPG,2016,Private Equity,Growth Equity,2,"CalSTRS,NY Common",800.00,0.1521,1.6595
TPG Growth IV,TPG,2018,Private Equity,Growth Equity,5,"CalPERS,CalSTRS,WSIB,Oregon,NY Common",1525.00,0.1437,1.6613
TPG Growth V,TPG,2021,Private Equity,Growth Equity,4,"CalPERS,CalSTRS,WSIB,Oregon",950.00,0.1417,1.4180
TPG Growth VI,TPG,2024,Private Equity,Growth Equity,2,"CalPERS,WSIB",600.00,0.1456,1.1438
TPG Healthcare Partners,TPG,2019,Private Equity,Buyout,2,"CalPERS,Oregon",200.00,0.1205,1.3624
TPG Healthcare Partners II,TPG,2023,Private Equity,Buyout,2,"WSIB,Oregon",190.00,0.2662,1.3400
TPG Life Sciences Innovations,TPG,2024,Private Equity,Buyout,1,CalPERS,75.00,,0.7052
TPG NEXT (A),TPG,2025,Private Equity,Buyout,1,CalPERS,500.00,,1.0000
TPG PARTNERS IX,TPG,2023,Private Equity,Buyout,4,"CalPERS,CalSTRS,WSIB,Oregon",1260.00,0.2180,1.2145
TPG Partners,TPG,1994,Private Equity,Buyout,1,Oregon,50.00,0.3630,3.5300
TPG Partners II,TPG,1997,Private Equity,Buyout,1,Oregon,300.00,0.0990,1.6900
TPG Partners III,TPG,2000,Private Equity,Buyout,2,"WSIB,Oregon",382.00,0.2445,2.4200
TPG Partners IV,TPG,2003,Private Equity,Buyout,5,"CalPERS,CalSTRS,WSIB,Oregon,NY Common",1175.00,0.1522,1.9387
TPG Partners V,TPG,2006,Private Equity,Buyout,5,"CalPERS,CalSTRS,WSIB,Oregon,NY Common",2921.10,0.0453,1.3389
"TPG Partners V, LP*",TPG,2006,Private Equity,Buyout,1,NY Common,275.00,,1.3475
TPG Partners VI,TPG,2008,Private Equity,Buyout,4,"CalSTRS,WSIB,Oregon,NY Common",2490.00,0.0958,1.4959
TPG Partners VII,TPG,2015,Private Equity,Buyout,3,"WSIB,Oregon,NY Common",1800.00,0.2018,1.9595
TPG Partners VIII,TPG,2019,Private Equity,Buyout,4,"CalPERS,CalSTRS,WSIB,Oregon",1500.00,0.1762,1.5123
TPG Rise Climate II,TPG,2025,Private Equity,Buyout,1,WSIB,400.00,,0.3000
TPG STAR,TPG,2007,Private Equity,Buyout,3,"CalPERS,WSIB,Oregon",350.00,0.0620,1.2530
TPG Tech Adjacencies II,TPG,2023,Private Equity,Buyout,1,CalPERS,200.00,,1.1923
TRF IV Continuation Fund,TRF Continuation,2024,Private Equity,,1,CalSTRS,1.98,0.1085,1.1028
TSG Capital Fund II,TSG,1995,Private Equity,,2,"WSIB,Oregon",70.00,-0.0852,0.6800
TSG Capital Fund III,TSG,1998,Private Equity,,2,"WSIB,Oregon",150.00,-0.1351,0.5850
TSG Consumer Partners 9,TSG Consumer,2022,Private Equity,,1,Oregon,250.00,,0.9300
TWCP,TWCP,2000,Private Equity,,1,WSIB,125.00,-0.0963,0.6000
Tailwind Capital Partners,Tailwind,2006,Private Equity,,1,Oregon,75.00,0.1110,1.5900
Tailwind Capital Partners Fund IV,Tailwind Capital Partners,2025,Private Equity,,1,WSIB,101.87,,
Tailwind Capital Partners II,Tailwind,2014,Private Equity,,2,"CalPERS,Oregon",225.00,0.0955,1.4756
Tailwind Capital Partners III,Tailwind,2018,Private Equity,,3,"CalPERS,WSIB,Oregon",600.00,0.1192,1.4412
Telecom Partners III,Telecom,1999,Private Equity,,1,WSIB,50.43,-0.4056,0.1000
Tenex Capital Partners II,Tenex,2016,Private Equity,,1,CalSTRS,75.00,0.2221,2.1883
Tenex Capital Partners III,Tenex,2021,Private Equity,,1,CalSTRS,100.00,0.5685,1.6452
Tenex Capital Partners IV,Tenex,2025,Private Equity,,1,CalSTRS,125.00,-0.3722,0.6300
Terra Firma Capital Partners III,Terra Firma,2006,Private Equity,,1,Oregon,150.00,-0.1010,0.4300
The Baring Asia Private Equity Fund V,The Baring Asia Private Equity,2010,Private Equity,,1,Oregon,80.00,0.0630,1.3300
"The Baring Asia Private Equity Fund VI, L.P. 1",The Baring Asia Private Equity Fund,2015,Private Equity,,1,Oregon,130.00,0.1560,1.6700
The Eighth Cinven Fund,Cinven,2024,Private Equity,Buyout,2,"WSIB,NY Common",911.04,0.2432,1.0500
The Resolute Fund III,The Resolute,2014,Private Equity,,1,CalSTRS,100.00,0.1867,1.8987
The Resolute Fund IV,The Resolute,2018,Private Equity,,1,CalSTRS,150.00,0.3252,2.6300
The Resolute Fund V,The Resolute,2021,Private Equity,,1,CalSTRS,250.00,0.1584,1.5477
The Resolute Fund VI,The Resolute,2024,Private Equity,,1,CalSTRS,250.00,0.4424,1.3706
The Rise Fund,The Rise,2017,Private Equity,,1,NY Common,300.00,,1.4777
The Rise Fund (A),The Rise,2018,Private Equity,,1,CalPERS,75.00,0.1000,1.4585
The Rise Fund III,The Rise,2023,Private Equity,,2,"CalPERS,WSIB",350.00,0.2549,1.2584
The Veritas Capital Fund IX,Veritas Capital,2024,Private Equity,Buyout,3,"CalPERS,Oregon,NY Common",950.00,,0.0601
The Veritas Capital Fund VIII,Veritas Capital,2022,Private Equity,Buyout,2,"CalPERS,Oregon",875.00,0.1221,1.2308
Third Cinven Fund U.S. (No. 3),Cinven,2001,Private Equity,Buyout,1,NY Common,183.71,,2.0266
Thoma Bravo Discover Fund II,Thoma Bravo,2018,Private Equity,Buyout,1,CalSTRS,100.00,0.2186,2.1804
Thoma Bravo Discover Fund III,Thoma Bravo,2021,Private Equity,Buyout,2,"CalSTRS,WSIB",200.00,0.1138,1.4833
Thoma Bravo Discover Fund V,Thoma Bravo,2025,Private Equity,Buyout,2,"CalSTRS,WSIB",350.00,0.0000,
Thoma Bravo Discover IV,Thoma Bravo,2022,Private Equity,Buyout,3,"CalSTRS,WSIB,NY Common",500.00,0.2132,1.2770
Thoma Bravo Europe Fund,Thoma Bravo,2025,Private Equity,Buyout,1,CalPERS,108.09,,1.1222
Thoma Bravo Fund X,Thoma Bravo,2012,Private Equity,Buyout,1,CalSTRS,100.00,0.3795,4.0368
Thoma Bravo Fund XI,Thoma Bravo,2014,Private Equity,Buyout,1,CalSTRS,75.00,0.2613,3.6098
Thoma Bravo Fund XII,Thoma Bravo,2016,Private Equity,Buyout,2,"CalSTRS,NY Common",1050.00,0.1507,2.1837
